f_property_type,f_neighbourhood,n_days_since_rv,n_days_since_host,n_host_response_rate,n_host_acceptance_rate,n_host_total_listings_count,n_accommodates,n_bedrooms,n_beds,n_number_of_reviews,n_review_scores_rating,n_calculated_host_listings_count,n_reviews_per_month,n_bathrooms,d_superhost,d_profile_pic,d_identity_verified,d_instant_bookable,d_wifi,d_tv,d_refrigerator,d_air_conditioning,d_sound,d_baby,d_beach,d_stove,d_free_parking,d_paid_parking,price,id,neighbourhood_cleansed,property_type
apartment,Ward 115,NA,392,0,25,1,2,1,1,0,NA,1,NA,1.5,0,1,0,0,1,1,0,0,0,0,0,1,0,0,650,41139126,Ward 115,apartment
apartment,Ward 100,61,1186,NA,100,0,2,1,1,1,80,1,0.48,1.5,0,1,0,0,1,1,1,1,0,0,0,1,1,0,899,41139665,Ward 100,apartment
serviced_apartment,Ward 54,351,672,NA,100,0,6,2,3,1,100,1,0.09,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,3499,41141975,Ward 54,serviced_apartment
apartment,Ward 55,297,408,80,71,4,2,1,1,3,100,5,0.3,1.5,0,1,1,0,1,1,1,0,0,0,0,1,1,0,780,41154063,Ward 55,apartment
apartment,Ward 1,NA,1614,NA,100,5,4,2,0,0,NA,5,NA,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1300,41163312,Ward 1,apartment
apartment,Ward 1,NA,1614,NA,100,5,4,2,0,0,NA,5,NA,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1300,41163738,Ward 1,apartment
apartment,Ward 1,NA,1614,NA,100,5,5,3,4,0,NA,5,NA,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1500,41163846,Ward 1,apartment
apartment,Ward 55,359,507,NA,100,3,4,2,3,1,NA,2,0.08,2,0,1,0,1,1,1,0,0,0,0,0,0,1,0,3515,41164707,Ward 55,apartment
apartment,Ward 1,NA,1614,NA,100,5,4,2,2,0,NA,5,NA,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1300,41165621,Ward 1,apartment
apartment,Ward 54,353,491,100,95,4,2,1,1,6,90,3,0.51,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1090,41171578,Ward 54,apartment
apartment,Ward 54,349,360,100,74,1,2,NA,1,5,96,1,0.43,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,512,41176169,Ward 54,apartment
apartment,Ward 54,323,459,100,75,2,4,2,2,3,100,1,0.28,1.5,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1400,41185823,Ward 54,apartment
apartment,Ward 58,327,1857,100,98,0,3,2,3,25,98,1,2.29,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,650,41186623,Ward 58,apartment
apartment,Ward 115,334,980,98,97,89,2,NA,1,12,95,78,1.07,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,950,41187703,Ward 115,apartment
apartment,Ward 115,336,1798,100,99,4,4,2,3,35,94,4,3.12,2,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1899,41188683,Ward 115,apartment
apartment,Ward 23,308,1051,97,100,28,4,2,3,2,90,34,0.19,2,0,1,1,1,1,1,1,0,0,0,0,1,1,0,2237,41188733,Ward 23,apartment
apartment,Ward 115,345,1753,100,100,20,4,2,2,21,93,13,1.82,2.5,1,1,1,1,1,1,1,1,0,0,0,1,1,0,7500,41199781,Ward 115,apartment
apartment,Ward 69,347,359,100,96,1,2,NA,1,38,100,1,3.28,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,452,41203991,Ward 69,apartment
apartment,Ward 115,NA,1693,17,NA,0,6,4,3,0,NA,1,NA,4,0,1,0,1,1,1,0,1,0,0,0,0,1,0,5000,41205174,Ward 115,apartment
apartment,Ward 23,NA,359,NA,NA,0,4,4,2,0,NA,1,NA,2,0,1,0,1,0,0,0,1,0,0,0,0,1,0,3100,41213552,Ward 23,apartment
apartment,Ward 54,NA,357,NA,NA,0,3,2,3,0,NA,1,NA,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1200,41220563,Ward 54,apartment
apartment,Ward 1,353,801,NA,100,0,2,1,1,43,100,1,3.64,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,450,41224617,Ward 1,apartment
apartment,Ward 23,325,1051,97,100,28,2,1,1,1,100,34,0.09,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1222,41225843,Ward 23,apartment
apartment,Ward 115,NA,2748,100,0,1,2,1,2,0,NA,1,NA,1.5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,590,41227155,Ward 115,apartment
apartment,Ward 115,76,2418,90,93,0,2,1,1,3,100,1,1.17,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1050,41251418,Ward 115,apartment
apartment,Ward 100,311,893,100,100,0,2,1,1,1,80,1,0.1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1200,41254287,Ward 100,apartment
serviced_apartment,Ward 54,329,2067,100,90,7,5,2,0,1,100,9,0.09,1.5,1,1,1,1,1,1,0,0,0,0,1,0,1,0,5900,41255536,Ward 54,serviced_apartment
apartment,Ward 83,329,416,100,50,0,4,2,3,1,100,1,0.09,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1350,41261653,Ward 83,apartment
apartment,Ward 109,NA,962,90,100,77,2,1,1,0,NA,46,NA,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,745,41269559,Ward 109,apartment
serviced_apartment,Ward 115,297,2222,82,60,9,4,2,2,2,100,15,0.2,2,0,1,1,0,1,1,0,1,0,0,0,0,1,0,4000,41275750,Ward 115,serviced_apartment
apartment,Ward 109,313,737,NA,100,0,3,1,NA,1,80,1,0.1,1.5,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1500,41281161,Ward 109,apartment
apartment,Ward 84,348,1324,100,91,0,3,1,1,7,100,1,0.6,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,800,41306993,Ward 84,apartment
apartment,Ward 115,324,1672,NA,NA,1,3,1,1,6,77,1,0.55,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1000,41307039,Ward 115,apartment
apartment,Ward 23,314,2138,80,96,28,4,2,2,3,100,6,0.29,2,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1277,41309139,Ward 23,apartment
apartment,Ward 115,309,777,0,67,1,3,1,1,2,100,1,0.19,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,20000,41309665,Ward 115,apartment
apartment,Ward 59,NA,698,0,100,2,2,NA,1,0,NA,2,NA,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,849,41319269,Ward 59,apartment
serviced_apartment,Ward 107,323,454,100,92,0,2,1,1,9,89,5,0.83,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,753,41327157,Ward 107,serviced_apartment
apartment,Ward 115,332,554,100,91,0,4,2,3,15,92,1,1.35,2,0,1,0,0,1,1,1,1,0,0,0,1,1,0,600,41329396,Ward 115,apartment
apartment,Ward 54,NA,1973,100,88,23,4,2,2,0,NA,25,NA,2,1,1,1,0,1,1,0,0,0,0,0,0,1,0,8500,41330345,Ward 54,apartment
apartment,Ward 4,NA,1403,NA,NA,0,2,1,1,0,NA,1,NA,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,550,41333809,Ward 4,apartment
apartment,Ward 115,329,754,60,80,3,2,NA,0,2,100,4,0.18,3,0,1,1,0,0,1,1,0,0,0,0,1,1,0,298,41335861,Ward 115,apartment
apartment,Ward 15,NA,1576,100,78,0,2,1,1,0,NA,3,NA,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,900,41343419,Ward 15,apartment
apartment,Ward 54,289,1766,NA,100,0,4,2,3,1,NA,1,0.1,1.5,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1180,41347306,Ward 54,apartment
apartment,Ward 15,NA,1195,80,50,2,2,1,3,0,NA,1,NA,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1000,41356468,Ward 15,apartment
apartment,Ward 15,299,1576,100,78,0,2,1,2,1,100,3,0.1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,600,41356763,Ward 15,apartment
apartment,Ward 54,278,835,100,90,1,5,2,3,12,100,1,1.29,2,0,1,0,0,1,1,1,1,0,0,0,0,1,0,3500,41360529,Ward 54,apartment
apartment,Ward 55,287,626,NA,100,2,4,2,2,1,100,1,0.1,3,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1000,41361507,Ward 55,apartment
apartment,Ward 77,337,511,95,99,62,2,1,2,1,80,19,0.09,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1272,41366338,Ward 77,apartment
serviced_apartment,Ward 54,323,352,33,25,0,2,NA,0,1,100,1,0.09,1.5,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1750,41368159,Ward 54,serviced_apartment
apartment,Ward 77,333,1816,89,100,3,6,3,3,4,100,2,0.36,2.5,0,1,1,0,1,1,0,1,0,0,0,0,1,0,2276,41371202,Ward 77,apartment
apartment,Ward 77,NA,511,95,99,62,2,1,2,0,NA,19,NA,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1251,41385664,Ward 77,apartment
apartment,Ward 115,347,563,100,96,3,4,2,3,7,100,4,0.6,2,1,1,1,0,1,1,1,0,0,0,0,1,1,0,2049,41386491,Ward 115,apartment
apartment,Ward 103,320,352,100,100,0,4,2,2,3,67,1,0.28,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,600,41391455,Ward 103,apartment
apartment,Ward 74,348,1879,100,94,3,5,3,5,3,93,4,0.26,3,1,1,1,0,1,1,0,0,0,0,0,0,1,0,600,41392050,Ward 74,apartment
apartment,Ward 77,330,502,100,88,0,2,1,1,8,98,2,0.73,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1164,41393925,Ward 77,apartment
apartment,Ward 115,347,1754,100,100,20,2,1,1,26,98,13,2.24,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1093,41400303,Ward 115,apartment
serviced_apartment,Ward 115,332,2136,98,78,70,2,1,1,2,90,55,0.18,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1329,41400939,Ward 115,serviced_apartment
serviced_apartment,Ward 57,NA,2136,98,78,70,2,NA,1,0,NA,55,NA,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1837,41401423,Ward 57,serviced_apartment
serviced_apartment,Ward 115,NA,1320,97,95,323,4,2,3,0,NA,225,NA,2,0,1,1,1,1,1,0,1,0,0,0,0,1,0,2218,41415012,Ward 115,serviced_apartment
serviced_apartment,Ward 115,313,2136,98,78,70,2,1,1,1,100,55,0.1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,3169,41415903,Ward 115,serviced_apartment
apartment,Ward 57,NA,1625,100,100,1,4,2,2,0,NA,2,NA,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,800,41415956,Ward 57,apartment
apartment,Ward 15,114,351,100,100,0,4,1,1,2,100,3,0.52,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1000,41420552,Ward 15,apartment
apartment,Ward 115,326,706,97,95,12,2,1,1,3,87,11,0.28,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,2414,41428675,Ward 115,apartment
apartment,Ward 115,340,342,NA,NA,1,2,1,1,3,100,1,0.26,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,600,41440594,Ward 115,apartment
loft,Ward 115,277,2499,80,80,1,3,NA,2,1,100,3,0.11,1.5,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1800,41442465,Ward 115,loft
apartment,Ward 115,331,350,100,92,0,4,2,2,13,95,1,1.17,2,0,1,1,1,1,1,1,1,0,0,0,1,1,0,2584,41445860,Ward 115,apartment
apartment,Ward 115,323,1994,86,87,1,3,1,2,8,100,1,0.74,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1018,41462857,Ward 115,apartment
apartment,Ward 115,NA,348,NA,50,1,2,NA,1,0,NA,1,NA,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,795,41462891,Ward 115,apartment
apartment,Ward 77,323,606,NA,100,1,4,2,2,1,100,1,0.09,1.5,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1150,41463845,Ward 77,apartment
apartment,Ward 54,292,1816,100,99,2,3,1,2,1,100,1,0.1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1643,41468230,Ward 54,apartment
apartment,Ward 77,323,349,100,96,0,2,NA,1,5,100,1,0.46,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,370,41469551,Ward 77,apartment
apartment,Ward 54,332,1973,70,90,2,3,1,1,8,90,1,0.72,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,700,41471035,Ward 54,apartment
apartment,Ward 59,343,2078,100,95,7,2,1,1,8,98,12,0.7,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,850,41471882,Ward 59,apartment
apartment,Ward 115,331,2266,80,92,0,2,1,1,5,100,1,0.45,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,850,41492608,Ward 115,apartment
apartment,Ward 23,NA,1929,100,50,0,2,1,1,0,NA,1,NA,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,550,41512580,Ward 23,apartment
apartment,Ward 115,333,346,100,100,0,4,2,2,7,89,1,0.63,2,0,1,0,0,1,1,1,1,0,0,0,1,1,0,5200,41512910,Ward 115,apartment
apartment,Ward 21,299,346,NA,100,0,3,1,2,2,100,1,0.2,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,450,41514079,Ward 21,apartment
apartment,Ward 115,318,2439,78,95,19,2,1,1,16,80,21,1.5,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1396,41514865,Ward 115,apartment
apartment,Ward 109,NA,1633,100,95,12,6,3,4,0,NA,11,NA,2,1,1,1,1,1,1,1,0,0,0,0,1,1,0,2850,41516243,Ward 109,apartment
apartment,Ward 100,341,396,75,83,1,4,2,3,4,100,1,0.35,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,893,41529488,Ward 100,apartment
apartment,Ward 73,292,345,93,97,3,4,2,2,21,91,3,2.15,2,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1031,41545988,Ward 73,apartment
apartment,Ward 23,NA,518,0,57,0,3,2,2,0,NA,1,NA,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,750,41546037,Ward 23,apartment
apartment,Ward 115,312,346,100,100,0,2,1,1,7,86,1,0.67,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1935,41547923,Ward 115,apartment
apartment,Ward 23,NA,347,NA,NA,1,2,1,1,0,NA,1,NA,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,900,41548304,Ward 23,apartment
apartment,Ward 57,336,346,50,25,1,4,2,2,2,100,1,0.18,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,907,41549613,Ward 57,apartment
apartment,Ward 58,269,2101,100,100,0,2,1,1,1,100,1,0.11,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,600,41551980,Ward 58,apartment
apartment,Ward 64,323,1598,100,100,11,4,1,3,1,100,10,0.09,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1250,41558463,Ward 64,apartment
apartment,Ward 15,299,1068,100,89,0,4,2,3,2,100,1,0.2,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1000,41571268,Ward 15,apartment
apartment,Ward 77,NA,1913,NA,NA,0,4,2,4,0,NA,1,NA,1.5,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1250,41575647,Ward 77,apartment
apartment,Ward 77,299,344,NA,67,1,3,NA,2,1,100,1,0.1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,550,41582634,Ward 77,apartment
apartment,Ward 102,304,1356,100,57,0,4,2,2,1,100,1,0.1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,850,41585328,Ward 102,apartment
apartment,Ward 115,334,1530,100,89,1,2,1,1,13,98,2,1.16,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,850,41587333,Ward 115,apartment
apartment,Ward 115,NA,1756,NA,100,9,3,1,2,0,NA,1,NA,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,2190,41598209,Ward 115,apartment
apartment,Ward 115,NA,979,98,97,89,4,2,4,0,NA,78,NA,2.5,0,1,1,1,1,1,0,1,0,0,0,1,0,0,2559,41601697,Ward 115,apartment
apartment,Ward 100,333,344,100,91,0,2,1,1,9,91,1,0.81,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1100,41616405,Ward 100,apartment
apartment,Ward 115,324,415,75,97,8,6,3,3,6,83,1,0.55,2,0,1,1,0,0,1,1,1,0,0,1,1,1,0,4286,41618117,Ward 115,apartment
apartment,Ward 59,NA,1507,100,70,8,3,3,3,0,NA,8,NA,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,700,41625281,Ward 59,apartment
serviced_apartment,Ward 60,281,743,89,100,4,5,2,4,2,90,4,0.21,2,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1195,41636933,Ward 60,serviced_apartment
apartment,Ward 54,320,344,70,59,1,4,2,2,6,97,1,0.56,2,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1500,41637804,Ward 54,apartment
apartment,Ward 53,315,1769,100,100,3,2,1,3,18,100,3,1.71,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,550,41638409,Ward 53,apartment
apartment,Ward 115,316,979,98,97,89,6,3,3,3,100,78,0.28,3.5,0,1,1,1,1,0,0,1,0,0,0,1,1,0,6966,41651601,Ward 115,apartment
apartment,Ward 83,NA,408,100,79,0,4,2,3,0,NA,2,NA,2,0,1,1,0,1,1,1,0,0,0,1,1,1,1,2550,41652610,Ward 83,apartment
apartment,Ward 73,327,964,NA,100,1,2,1,1,1,100,1,0.09,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1000,41656918,Ward 73,apartment
apartment,Ward 77,330,734,70,100,2,4,2,2,6,100,1,0.54,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1200,41676759,Ward 77,apartment
apartment,Ward 2,300,341,NA,50,0,2,1,1,1,100,1,0.1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,750,41687126,Ward 2,apartment
apartment,Ward 115,317,1389,87,96,10,2,1,1,8,100,10,0.75,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,2000,41698162,Ward 115,apartment
apartment,Ward 115,314,2314,100,54,6,2,1,1,1,100,6,0.1,1.5,0,1,1,0,1,1,0,1,0,0,0,0,1,0,957,41702842,Ward 115,apartment
apartment,Ward 23,NA,1587,100,NA,0,2,1,1,0,NA,1,NA,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,890,41708044,Ward 23,apartment
apartment,Ward 64,327,538,100,83,0,3,2,2,3,93,1,0.27,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,850,41710235,Ward 64,apartment
serviced_apartment,Ward 100,321,2529,100,67,1,4,3,5,3,100,3,0.28,2,0,1,0,0,1,1,1,1,0,0,1,1,1,1,2500,41711570,Ward 100,serviced_apartment
apartment,Ward 115,311,339,100,86,0,4,2,2,9,100,1,0.87,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1714,41724160,Ward 115,apartment
serviced_apartment,Ward 100,61,2529,100,67,1,4,1,3,1,100,3,0.48,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1400,41727169,Ward 100,serviced_apartment
apartment,Ward 59,NA,339,NA,NA,0,4,1,3,0,NA,1,NA,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1500,41728588,Ward 59,apartment
apartment,Ward 115,NA,1597,NA,100,3,6,3,4,0,NA,4,NA,3,0,1,1,1,1,1,1,1,0,0,0,1,1,0,9500,41731575,Ward 115,apartment
apartment,Ward 115,101,1597,NA,100,3,6,3,4,1,100,4,0.29,3,0,1,1,1,1,1,0,1,0,0,0,0,1,0,7499,41732338,Ward 115,apartment
apartment,Ward 77,NA,3186,100,29,21,4,2,2,0,NA,14,NA,2,1,1,1,1,1,1,0,0,0,0,0,1,1,0,7400,41733415,Ward 77,apartment
apartment,Ward 113,334,1810,NA,92,0,2,1,1,10,98,1,0.9,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,400,41733480,Ward 113,apartment
apartment,Ward 107,293,962,90,100,77,4,2,3,1,100,46,0.1,2,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1739,41744605,Ward 107,apartment
serviced_apartment,Ward 100,NA,2529,100,67,1,4,1,3,0,NA,3,NA,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,2000,41758368,Ward 100,serviced_apartment
apartment,Ward 107,320,337,10,100,2,4,2,2,1,40,2,0.09,2,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1450,41770796,Ward 107,apartment
apartment,Ward 64,327,338,NA,100,0,4,2,3,7,97,1,0.64,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,680,41771041,Ward 64,apartment
apartment,Ward 107,NA,337,10,100,2,4,2,0,0,NA,2,NA,2,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1450,41771633,Ward 107,apartment
apartment,Ward 115,319,979,98,97,89,2,NA,1,1,80,78,0.09,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,613,41782278,Ward 115,apartment
apartment,Ward 115,280,979,98,97,89,2,NA,1,1,100,78,0.11,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,601,41782851,Ward 115,apartment
apartment,Ward 115,NA,980,98,97,89,2,NA,1,0,NA,78,NA,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,628,41784773,Ward 115,apartment
apartment,Ward 77,326,336,NA,100,0,2,NA,1,7,89,1,0.64,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,2600,41785670,Ward 77,apartment
apartment,Ward 83,282,337,83,100,0,6,3,6,1,100,1,0.11,2,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1200,41788551,Ward 83,apartment
apartment,Ward 115,NA,546,100,100,7,2,1,1,0,NA,7,NA,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,4500,41788895,Ward 115,apartment
apartment,Ward 100,NA,337,100,100,0,4,1,2,0,NA,2,NA,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,900,41793241,Ward 100,apartment
serviced_apartment,Ward 115,325,2135,98,78,70,2,1,1,4,95,55,0.37,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,3199,41796069,Ward 115,serviced_apartment
apartment,Ward 64,329,1483,100,100,1,4,2,2,2,80,1,0.18,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,364,41803940,Ward 64,apartment
apartment,Ward 115,290,979,98,97,89,2,NA,1,1,100,78,0.1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,583,41806114,Ward 115,apartment
apartment,Ward 115,304,979,98,97,89,2,NA,1,1,80,78,0.1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,636,41807489,Ward 115,apartment
apartment,Ward 85,314,351,100,50,1,4,2,0,2,100,1,0.19,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,991,41829835,Ward 85,apartment
apartment,Ward 1,296,346,100,90,3,2,1,1,4,95,3,0.4,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,400,41834922,Ward 1,apartment
apartment,Ward 54,319,1473,100,91,0,2,1,1,7,91,2,0.66,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,2000,41849448,Ward 54,apartment
apartment,Ward 23,298,1596,100,100,1,2,1,2,1,100,1,0.1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,2500,41857275,Ward 23,apartment
apartment,Ward 23,320,1779,100,100,10,4,2,2,3,93,4,0.28,2,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1650,41863998,Ward 23,apartment
apartment,Ward 115,55,467,100,96,10,4,2,2,1,100,10,0.54,2,0,1,1,1,1,1,0,1,0,0,0,0,1,0,5567,41868711,Ward 115,apartment
apartment,Ward 54,325,1593,67,83,0,6,3,5,2,100,1,0.18,3,0,1,0,0,1,1,1,1,0,0,1,1,1,0,5000,41871909,Ward 54,apartment
apartment,Ward 27,314,379,33,50,0,2,NA,NA,1,40,1,0.1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,399,41874920,Ward 27,apartment
apartment,Ward 54,310,333,80,100,0,6,3,5,1,100,6,0.1,2.5,0,1,0,1,1,1,1,1,0,0,0,1,1,0,4970,41876936,Ward 54,apartment
serviced_apartment,Ward 54,NA,2106,NA,100,2,3,1,1,0,NA,2,NA,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,15950,41889906,Ward 54,serviced_apartment
serviced_apartment,Ward 115,303,1321,97,95,323,2,NA,1,6,97,225,0.59,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1719,41918448,Ward 115,serviced_apartment
apartment,Ward 115,304,979,98,97,89,4,2,4,2,100,78,0.2,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,3074,41919002,Ward 115,apartment
apartment,Ward 107,299,331,100,75,0,2,1,2,2,100,1,0.2,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,595,41920062,Ward 107,apartment
apartment,Ward 54,NA,979,98,97,89,4,2,3,0,NA,78,NA,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,154,41921462,Ward 54,apartment
apartment,Ward 55,310,1632,100,95,12,4,2,3,1,100,11,0.1,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,2500,41921962,Ward 55,apartment
apartment,Ward 113,309,1782,100,80,0,2,NA,0,2,100,1,0.19,2,0,1,0,0,1,1,1,1,0,0,0,1,1,0,680,41925443,Ward 113,apartment
apartment,Ward 115,326,331,100,100,1,2,1,1,4,95,1,0.37,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,2110,41926998,Ward 115,apartment
apartment,Ward 55,NA,401,99,99,1103,4,2,3,0,NA,4,NA,2,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1973,41929024,Ward 55,apartment
apartment,Ward 23,NA,331,100,50,1,6,3,4,0,NA,1,NA,2,0,1,1,0,1,1,1,0,0,0,0,1,1,0,2200,41929112,Ward 23,apartment
apartment,Ward 23,315,474,88,60,0,2,1,1,3,93,1,0.28,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,850,41929786,Ward 23,apartment
serviced_apartment,Ward 115,NA,1321,97,95,323,2,1,1,0,NA,225,NA,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,2448,41941941,Ward 115,serviced_apartment
apartment,Ward 77,NA,1349,NA,NA,0,4,2,2,0,NA,1,NA,2,0,1,1,1,1,1,1,0,0,0,0,1,1,0,784,41942041,Ward 77,apartment
apartment,Ward 64,NA,821,100,100,26,2,1,1,0,NA,26,NA,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1040,41942164,Ward 64,apartment
apartment,Ward 115,313,1436,95,94,27,4,2,2,3,100,27,0.29,2,1,1,1,0,1,1,1,1,0,0,0,1,1,0,2456,41943639,Ward 115,apartment
apartment,Ward 115,NA,2932,NA,100,6,4,2,3,0,NA,5,NA,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,2000,41946734,Ward 115,apartment
apartment,Ward 61,305,2799,25,29,40,2,1,1,1,100,35,0.1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1026,41947850,Ward 61,apartment
apartment,Ward 61,308,2799,25,29,40,2,1,1,2,90,35,0.19,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,798,41948246,Ward 61,apartment
apartment,Ward 115,NA,977,88,100,6,3,1,1,0,NA,9,NA,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,3250,41949697,Ward 115,apartment
apartment,Ward 54,301,504,0,40,0,2,1,0,1,40,1,0.1,2,0,1,1,0,1,0,0,0,0,0,0,1,1,0,819,41952026,Ward 54,apartment
