f_property_type,f_neighbourhood,n_days_since_rv,n_days_since_host,n_host_response_rate,n_host_acceptance_rate,n_host_total_listings_count,n_accommodates,n_bedrooms,n_beds,n_number_of_reviews,n_review_scores_rating,n_calculated_host_listings_count,n_reviews_per_month,n_bathrooms,d_superhost,d_profile_pic,d_identity_verified,d_instant_bookable,d_wifi,d_tv,d_refrigerator,d_air_conditioning,d_sound,d_baby,d_beach,d_stove,d_free_parking,d_paid_parking,price,id,neighbourhood_cleansed,property_type
apartment,Ward 26,320,1547,100,67,0,4,2,2,4,95,1,0.37,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,750,40559679,Ward 26,apartment
apartment,Ward 54,352,1878,100,95,17,4,2,2,7,100,16,0.59,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,3750,40559829,Ward 54,apartment
apartment,Ward 64,361,2257,NA,100,1,4,2,3,2,100,1,0.17,2,0,1,1,0,1,1,1,0,0,1,1,1,1,0,2000,40560571,Ward 64,apartment
apartment,Ward 8,NA,388,NA,NA,0,4,2,2,0,NA,1,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2000,40560761,Ward 8,apartment
apartment,Ward 113,NA,544,100,0,0,2,NA,NA,0,NA,1,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,400,40561086,Ward 113,apartment
apartment,Ward 55,NA,1583,NA,0,3,2,1,1,0,NA,3,NA,2,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1950,40570383,Ward 55,apartment
apartment,Ward 55,NA,1583,NA,0,3,2,1,1,0,NA,3,NA,2,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1950,40570398,Ward 55,apartment
apartment,Ward 57,369,463,NA,NA,53,4,2,2,16,89,40,1.3,2,0,1,1,1,1,1,1,0,0,0,0,1,1,0,2272,40571145,Ward 57,apartment
apartment,Ward 23,136,387,100,100,0,6,3,3,1,100,1,0.22,2,0,1,1,0,1,1,1,0,0,0,0,1,1,0,3306,40571478,Ward 23,apartment
loft,Ward 109,305,1600,100,97,7,2,NA,1,3,100,14,0.29,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1100,40573184,Ward 109,loft
loft,Ward 109,306,1600,100,97,7,2,NA,2,3,100,14,0.29,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1100,40575493,Ward 109,loft
apartment,Ward 115,374,386,100,88,1,2,1,1,7,97,1,0.56,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,2860,40576131,Ward 115,apartment
apartment,Ward 83,NA,387,100,100,0,4,3,3,0,NA,1,NA,2,0,1,1,0,1,1,1,1,0,0,1,1,1,0,3000,40576631,Ward 83,apartment
apartment,Ward 55,NA,437,0,NA,1,2,1,1,0,NA,1,NA,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,900,40579491,Ward 55,apartment
apartment,Ward 1,376,771,NA,83,0,6,3,4,6,83,1,0.48,2,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1000,40579796,Ward 1,apartment
apartment,Ward 115,276,467,100,96,10,2,1,1,1,100,10,0.11,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,2500,40579805,Ward 115,apartment
apartment,Ward 59,380,463,NA,NA,53,2,1,1,6,97,40,0.47,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1224,40581566,Ward 59,apartment
apartment,Ward 115,357,766,100,76,1,2,1,1,6,100,1,0.5,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,789,40582295,Ward 115,apartment
apartment,Ward 74,NA,1445,0,NA,0,4,2,2,0,NA,2,NA,2.5,0,1,0,1,1,1,0,0,0,0,1,0,1,0,3990,40584903,Ward 74,apartment
apartment,Ward 54,360,1528,75,67,1,4,2,2,3,100,1,0.25,1.5,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1807,40588032,Ward 54,apartment
apartment,Ward 54,357,386,100,100,0,4,2,3,8,100,1,0.67,2,0,1,0,0,1,1,1,1,0,0,1,1,1,0,2750,40600518,Ward 54,apartment
apartment,Ward 107,NA,385,NA,NA,0,2,1,NA,0,NA,1,NA,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,2050,40601111,Ward 107,apartment
apartment,Ward 54,360,2111,93,98,104,5,2,1,5,76,103,0.42,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,3614,40601306,Ward 54,apartment
apartment,Ward 1,376,950,50,95,3,2,1,1,13,89,3,1.03,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,420,40601312,Ward 1,apartment
apartment,Ward 54,360,980,98,97,89,4,2,2,3,93,78,0.25,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1772,40601525,Ward 54,apartment
apartment,Ward 115,351,2093,97,83,22,2,NA,1,2,100,15,0.17,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,743,40602681,Ward 115,apartment
apartment,Ward 115,370,979,98,97,89,2,1,1,8,91,78,0.65,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,2014,40603838,Ward 115,apartment
apartment,Ward 77,361,1124,100,100,4,2,1,1,6,93,1,0.5,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1800,40604971,Ward 77,apartment
apartment,Ward 115,378,3245,NA,96,1,3,NA,1,12,93,1,0.95,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,375,40606249,Ward 115,apartment
serviced_apartment,Ward 115,375,1321,97,95,323,2,NA,1,1,100,225,0.08,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1733,40607057,Ward 115,serviced_apartment
apartment,Ward 77,NA,385,100,100,0,4,2,2,0,NA,2,NA,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1500,40609250,Ward 77,apartment
apartment,Ward 54,NA,2043,100,100,1,5,2,2,0,NA,1,NA,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,850,40612553,Ward 54,apartment
apartment,Ward 56,298,389,100,90,0,2,1,1,1,100,6,0.1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,750,40614704,Ward 56,apartment
apartment,Ward 54,358,2100,100,100,0,2,1,1,1,100,1,0.08,2,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1299,40622149,Ward 54,apartment
apartment,Ward 107,377,384,100,100,0,4,2,2,10,86,1,0.79,2,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1386,40623920,Ward 107,apartment
apartment,Ward 115,363,407,100,96,0,6,2,3,7,94,4,0.58,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1379,40625774,Ward 115,apartment
apartment,Ward 59,313,2794,100,100,5,4,2,2,1,100,5,0.1,2.5,0,1,1,0,1,1,1,0,0,0,0,0,1,0,2900,40626101,Ward 59,apartment
apartment,Ward 64,332,821,100,100,26,4,2,2,1,100,26,0.09,2,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1430,40630776,Ward 64,apartment
apartment,Ward 43,292,385,90,83,2,4,NA,3,1,100,2,0.1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,990,40632530,Ward 43,apartment
apartment,Ward 56,370,389,100,90,0,2,1,1,9,89,6,0.73,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,750,40646929,Ward 56,apartment
apartment,Ward 64,292,384,100,100,0,2,1,2,2,100,1,0.2,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,400,40647826,Ward 64,apartment
apartment,Ward 2,354,2997,100,96,8,5,2,2,5,92,3,0.42,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1000,40649528,Ward 2,apartment
